authority_name,aka,count
star tribune/cowles media company,"['the Star Tribune/Cowles Media Company', 'the Star Tribune/Cowles Media Company', 'Star Tribune/Cowles Media Company', 'Star Tribune/Cowles Media Company', 'Star Tribune/Cowles Media Company', 'the Star Tribune/Cowles Media Company', 'the Star Tribune/Cowles Media Company', 'Star Tribune/Cowles Media Foundation', 'Star Tribune/Cowles Media Company', 'Star Tribune/Cowles Media Company', 'the Star Tribune/Cowles Media Company', 'Star Tribune/Cowles Media Company', 'Star Tribune/Cowles Media Company', 'Star Tribune/Cowles Media Company', 'Star Tribune/Cowles Media Company', 'the Star Tribune/Cowles Media Company', 'Star Tribune/Cowles Media Company', 'Star Tribune/Cowles Media Foundation', 'the Star Tribune/Cowles Media Company', 'the Star Tribune/Cowles Media Company', 'the Star Tribune/Cowles Media Company', 'the Star Tribune/Cowles Media Company', 'the Star Tribune/Cowles Media Company', 'the Star Tribune/Cowles Media Company', 'the Star Tribune/Cowles Media Company', 'Star Tribune/Cowles Media Company', 'Star Tribune/Cowles Media Company', 'Star Tribune/Cowles Media Company', 'Star Tribune/Cowles Media Company', 'the Star Tribune/Cowles Media Company', 'Star Tribune/Cowles Media Company', 'Star Tribune/Cowles Media Company', 'Star Tribune/Cowles Media Company', 'Star Tribune/Cowles Media Company', 'Star Tribune/Cowles Media Company', 'the Star Tribune/Cowles Media Company', 'Star Tribune/Cowles Media Company', 'the Star Tribune/Cowles Media Company', 'the Star Tribune/Cowles Media', 'Star Tribune/Cowles Media Company', 'Star Tribune/Cowles Media Company', 'Star Tribune /Cowles Media Company', 'the Star Tribune/Cowles Media Company', 'Star Tribune/Cowles Media Company', 'the Star Tribune/Cowles Media Company', 'Star Tribune/Cowles Media Company', 'Star Tribune/Cowles Media Foundation', 'Star Tribune/Cowles Media Company', 'Star Tribune/Cowles Media Company', 'Star Tribune/Cowles Media Company', 'Star Tribune/Cowles Media Company', 'the Star Tribune/Cowles Media Company', 'the Star Tribune/Cowles Media Company', 'Star Tribune/Cowles Media Company', 'Star Tribune/Cowles Media Company', 'the Star Tribune/Cowles Media Company', 'Star Tribune/Cowles Media Company', 'the Star Tribune/Cowles Media Company', 'the Star Tribune/Cowles Media', 'Star Tribune/Cowles Media Company', 'Star Tribune/Cowles Media Company', 'Star Tribune/Cowles Media Company', 'Star Tribune/Cowles Media', 'Star Tribune/Cowles\nMedia Company', 'Star Tribune/Cowles Media', 'Star Tribune/Cowles Media Company', 'Star Tribune/Cowles Media Company', 'Star Tribune/Cowles Media Company', 'Star Tribune/Cowles Media Company', 'Star Tribune/Cowles Media Company', 'Star Tribune/Cowles Media Company', 'Star Tribune/Cowles Media Foundation', 'Star Tribune/Cowles Media Company', 'the Star Tribune/Cowles Media', 'Star Tribune/Cowles Media\nFoundation', 'Star Tribune/Cowles\nMedia Foundation', 'the Star-Tribune/Cowles Media Company', 'Star Tribune/Cowles Media\nFoundation', 'the Star Tribune/Cowles Media Foundation', 'Star Tribune/Cowles Media Foundation', 'Star Tribune/Cowles Media Foundation', 'Star Tribune/Cowles Media Foundation', 'Star Tribune/Cowles\nMedia Foundation', 'Star Tribune/Cowles Media Foundation', 'Star Tribune/Cowles Media Foundation', 'Star Tribune/Cowles Media Foundation', 'Star Tribune/Cowles Media Foundation', 'Star Tribune/Cowles Media Foundation', 'Star Tribune/Cowles Media Foundation', 'Star Tribune/Cowles Media Foundation', 'Star Tribune/Cowles Media\nFoundation', 'Star Tribune/Cowles Media\nFoundation', 'Star Tribune/Cowles Media\nFoundation', 'Star Tribune/Cowles Media Foundation', 'Star Tribune/Cowles Media Foundation', 'Star Tribune/Cowles\nMedia Foundation', 'Star Tribune/Cowles Media Foundation', 'Star Tribune/Cowles\nMedia Foundation', 'Star Tribune/Cowles Media Foundation', 'Star Tribune/Cowles Media Foundation', 'Star Tribune/Cowles Media Foundation', 'Star Tribune/Cowles Media Foundation', 'Star Tribune/Cowles Media\nFoundation', 'Star Tribune/Cowles Media Foundation', 'the Star-Tribune/Cowles Media Company', 'Star Tribune/Cowles Media Foundation', 'Star Tribune/Cowles Media\nFoundation', 'Star Tribune/Cowles Media Foundation', 'the Star Tribune/Cowles\nMedia Company', 'the Star Tribune/Cowles Media', 'the Star Tribune/Cowles Media', 'the Star Tribune/Cowles Media Company', 'Star Tribune/Cowles Media Company', 'the Star Tribune/Cowles Media Company', 'the Star Tribune/Cowles Media Company', 'the Star\nTribune/Cowles Media Company', 'the Star Tribune/Cowles\nMedia Company', 'the Star\nTribune/Cowles Media Company', 'the Star Tribune/Cowles Media Company', 'the Star\nTribune/Cowles Media Company', 'the Star\nTribune/Cowles Media Company', 'the Star Tribune/Cowles Media Company', 'the Star Tribune /Cowles Media Company', 'the Star Tribune/Cowles Media', 'the Star Tribune/Cowles Media', 'the Star Tribune / Cowles\nMedia Company', 'the Star\nTribune/Cowles Media Company', 'the Star Tribune/Cowles Media Company', 'the Star Tribune/Cowles Media Company', 'the Star Tribune/Cowles\nMedia Company', 'Star Tribune/Cowles Media Company', 'the Star Tribune/Cowles\nMedia Company']",132
starbucks foundation,"['the Starbucks Foundation', 'the Starbucks Foundation', 'the Starbucks Foundation']",3
stargazer foundation,"['the Stargazer Foun- dation', 'the Stargazer Foundation', 'the Stargazer Foundation', 'the Stargazer Foundation', 'the Stargazer Foundation', 'the Stargazer Foundation', 'the Stargazer Foundation', 'the Stargazer Foundation', 'the Stargazer Foundation', 'the Stargazer Foundation', 'the Stargazer Foundation', 'the Stargazer Foundation', 'the Stargazer Foundation', 'the Stargazer Foundation', 'the Stargazer Foundation']",15
state legislature,"['the State Legislature', 'the State Legislature']",2
statt arts board,['STATt Arts Board'],1
stephen and isabel keating,"['Stephen and Isabel Keating', 'Stephen and Isabel Keating', 'Stephen and Isabel Keating', 'Stephen and Isabel Keating', 'Stephen and Isabel Keating', 'Stephen and Isabel Keating', 'Stephen and Isabel Keating', 'Stephen and Isabel\nKeating', 'Stephen and Isabel Keating', 'Stephen and Isabel Keating', 'Stephen and Isabel Keating', 'Stephen and Isabel Keating', 'Stephen and Isabel Keating', 'Stephen and Isabel Keating', 'Stephen and Isabel\nKeating', 'Stephen and Isabel Keating', 'Stephen and Isabel Keating', 'Stephen and Isabel Keating', 'Stephen and Isabel Keating', 'Stephen and Isabel\nKeating', 'Stephen and\nIsabel Keating', 'Stephen and Isabel Keating', 'Stephen and Isabel Keating', 'Stephen and Isabel Keating', 'Stephen and Isabel Keating', 'Stephen and Isabel Keating', 'Stephen and Isabel Keating', 'Stephen and Isabel\nKeating', 'Stephen and Isabel Keating', 'Stephen and Isabel\nKeating', 'Stephen and Isabel Keating', 'Stephen and Isabel Keating', 'Stephen and Isabel Keating', 'Stephen and Isabel Keating', 'Stephen and Isabel Keating', 'Stephen and Isabel Keating']",36
stephen mitchell (random house,['Stephen Mitchell (Random House'],1
stephen simpson/fpg international,['Stephen Simpson/FPG International'],1
stuart nielsen,"['Stuart Nielsen', 'Stuart Nielsen']",2
surdna foundation,"['Surdna Foundation', 'Surdna Foundation', 'Surdna Foundation', 'Surdna Foundation', 'Surdna Foundation', 'Surdna Foundation', 'Surdna Foundation', 'Surdna Foundation', 'Surdna Foundation', 'Surdna Foundation', 'Surdna Foundation', 'Surdna Foundation', 'Surdna Foundation', 'Surdna Foundation', 'Surdna Foundation', 'Surdna Foundation', 'Surdna Foundation', 'Surdna Foundation', 'Surdna Foundation', 'Surdna Foundation', 'Surdna Foun-', 'Surdna Foundation', 'Surdna Foundation', 'Surdna Foundation', 'Surdna Foundation', 'Surdna Foundation', 'Surdna Foundation', 'Surdna Foundation', 'Surdna Foundation', 'Surdna Foundation', 'Surdna Foundation', 'Surdna Foundation', 'Surdna Foundation', 'Surdna\nFoundation', 'Surdna Foundation', 'Surdna Foundation', 'Surdna Foundation', 'Surdna Foundation', 'Surdna Foundation', 'Surdna Foundation', 'Surdna Foundation', 'Surdna Foundation', 'Surdna\nFoundation', 'Surdna Foundation', 'Surdna Foundation', 'Surdna\nFoundation', 'Surdna Foundation', 'Surdna Foundation', 'Surdna Foundation', 'Surdna Foundation', 'Surdna Foundation', 'Surdna Foundation', 'Surdna\nFoundation', 'Surdna Foundation']",54
swedish council of america.,['the Swedish Council of America.'],1
syndicated fiction project.,['the Syndicated Fiction Project.'],1
ta state arts board,['ta State Arts Board'],1
ta wells fargo national endowment for arts ../../../.... a,['ta WELLS FARGO NATIONAL ENDOWMENT FOR THE ARTS ../../../.... A'],1
target,"['Target', 'Target', 'Target', 'Target', 'Target', 'TARGET', 'Target', 'Target', 'Target', 'Target', 'Target', 'TARGET', 'Target', 'TARGET', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'TARGET', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'TARGET', 'Target', 'Target', 'Target', 'Target', 'TARGET', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'TARGET', 'Target', 'TARGET', 'Target', 'Target', 'Target', 'Target', 'Target', 'TARGET', 'Target', 'Target', 'Target', 'Target', 'TARGET', 'Target', 'TARGET', 'Target', 'TARGET', 'Target', 'Target', 'Target', 'Target', 'TARGET', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'TARGET', 'Target', 'TARGET', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'TARGET', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'TARGET', 'Target', 'Target', 'Target', 'Target', 'TARGET', 'Target', 'TARGET', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'TARGET', 'Target', 'Target', 'Target', 'Target', 'Target', 'TARGET', 'Target', 'Target', 'TARGET', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'TARGET', 'Target', 'Target', 'Target', 'TARGET', 'Target', 'TARGET', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Inc.;Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'TARGET', 'TARGET', 'TARGET', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'TARGET', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'TARGET', 'Target', 'TARGET', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'Target', 'TARGET', 'Target', 'Target', 'TARGET', 'Target', 'TARGET', 'TARGET', 'Target', 'TARGET', 'Target', 'TARGET', 'Target', 'TARGET', 'Target', 'TARGET', 'Target', 'TARGET', 'Target', 'TARGET', 'Target', 'TARGET', 'Target', 'TARGET', 'Target', 'TARGET', 'Target', 'TARGET', 'TARGET', 'Target', 'TARGET', 'TARGET', 'Target', 'TARGET', 'Target', 'TARGET', 'Target', 'TARGET', 'Target', 'TARGET', 'Target', 'TARGET', 'Target', 'TARGET', 'Target', 'TARGET', 'Target', 'TARGET', 'Target', 'TARGET', 'Target', 'TARGET', 'Target', 'TARGET', 'Target', 'TARGET', 'Target', 'TARGET', 'Target', 'TARGET', 'TARGET', 'Target', 'TARGET', 'TARGET', 'Target', 'TARGET', 'Target', 'TARGET', 'TARGET', 'Target', 'TARGET']",425
target and mervyn's with support from target foundation,"[""Target and Mervyn's with support from the Target Foundation"", ""Target and Mervyn's with support from the Target Foundation"", ""Target and Mervyn's with support from the Target Foundation"", ""Target and Mervyn's with support from the Target Foundation"", ""Target and Mervyn's with support from the Target Foundation"", ""Target and Mervyn's with support from the Target Foundation"", ""Target and Mervyn's with support from the Target Foundation"", ""Target and Mervyn's with support from the Target Foundation"", ""Target and Mervyn's with support from the Target Foundation"", ""Target and Mervyn's with support from the Target Foundation"", ""Target and Mervyn's with support from the Target Foundation"", ""Target and Mervyn's with support from the Target Foundation"", ""Target and Mervyn's with support from the Target Foundation""]",13
target foundation,"['the Target Foundation', 'the Target Foundation', 'the Target Founda- tion', 'the Target Foundation', 'the Target Foundation', 'the Target Foundation', 'the Target Foundation', 'the Target Foundation', 'the Target Foundation', 'the Target Foundation', 'the Target Foundation', 'the Target Foundation', 'the Target Foundation', 'the Target Foundation', 'the Target Foundation', 'the Target Foundation', 'the Target Foundation', 'the Target Foundation', 'the Target Foundation', 'the Target Foundation', 'the Target Foundation', 'the Target Foundation', 'the Target Foundation', 'the Target Foundation', 'the Target Foundation', 'Target Foundation', 'the Target Foundation', 'the Target Foundation', 'the Target Foundation', 'the Target Foundation', 'the Target Foundation', 'the Target Foundation', 'Target Foundation', 'the Target Foundation', 'the Target Foundation', 'the Target Foundation', 'Target Foundation', 'the Target Foundation', 'the Target Foundation', 'the Target Foundation', 'the Target Foundation', 'Target Foundation', 'the Target Foundation', 'the Target Foundation', 'the Target Foundation', 'the Target Foundation', 'the Target Foundation', 'Target Foundation', 'the Target Foundation', 'the Target Foundation', 'the Target Foundation', 'the Target Foundation', 'the Target Foundation', 'the Target Foundation', 'the Target Foundation', 'the Target Foundation', 'the Target Foundation', 'the Target Foundation', 'the Target Foundation', 'Target Foundation', 'the Target Foundation', 'the Target Foundation', 'the Target Foundation', 'the Target Foundation', 'the Target Foundation', 'the Target Foundation', 'the Target Foundation', 'the Target Foundation', 'Target Foundation', 'the Target Foundation', 'the Target Foundation', 'Target Foundation', 'Target Foundation', 'Target Foundation', 'the Target Foundation', 'Target Foundation', 'the Target Foundation', 'Target Foundation', 'the Target Foundation', 'Target Foundation', 'Target Foundation', 'get Foundation', 'Target Foundation', 'Target Foundation', 'Target Foundation', 'Target Foundation', 'the Target Foundation', 'Target Foundation', 'the Target Foundation', 'the Target Foundation', 'the Target\nFoundation', 'the Target Foundation', 'the Target Foundation', 'the Target Foundation', 'the Target Foundation', 'Target Foundation', 'Target Foundation', 'the Target Foundation', 'Target Foundation', 'the Target Foundation', 'Target Foundation', 'Target Foundation', 'Target Foundation', 'Target Foundation', 'Target Foundation', 'Target Foundation', 'Target Foundation', 'the Target Foundation', 'the Target Foundation', 'the Target Foundation', 'Target Foundation', 'the Target Foundation', 'the Target\nFoundation', 'Target Foundation', 'the Target Foundation', 'the Target Foundation', 'the Target Foundation', 'the Target Foundation', 'the Target Foundation', 'the Target Foundation', 'the Target Foundation', 'Target Foundation', 'the Target Foundation', 'the Target Foundation', 'the Target Foundation', 'the Target Foundation', 'the Target Foundation', 'the Target Foundation', 'the Target Foundation', 'the Target Foundation', 'the Target Foundation', 'the Target Foundation', 'the Target Foundation', 'the Target Foundation', 'Target Foundation', 'the Target Foundation', 'the Target Foundation']",137
